discover question id,question name,creator id,question starts at,question ends at,question description,question status,question published at,question resolved at,question correctness known at,use ordinal scoring,question created at,question tags,question challenges,discover answer id,answer name,answer initial probability,answer sort order,answer resolved at,answer resolved by user id,answer resolved probability,answer correctness known at,answer created at,clarification 1,clarification 2,clarification 3,IFP Generation Method,Country - Primary,Country - Secondary,Topic,Region,Non-state violence (Terrorism),Domain,Created By,Deaths,RCT,Controversial,Departure from Status Quo Resolution (Binary Only)
309,Will Ireland's referendum to repeal the Eighth Amendment pass?,10313,2018-05-02T16:30:08Z,2018-05-24T18:01:08Z,"The referendum on Ireland's current abortion ban is scheduled for 25 May 2018 (<a href = ""https://www.image.ie/life/eighth-amendment-voting-115654""target=""_blank"">Image</a>, <a href = ""https://www.taoiseach.gov.ie/eng/Historical_Information/The_Constitution/""target=""_blank"">Department of Taoiseach</a>).
",resolved,2018-05-02T16:31:01Z,2018-05-29T20:05:27Z,2018-05-26T17:17:38Z,FALSE,2018-04-27T22:31:50Z,[],[],869,Yes,0.5,0,2018-05-29T20:05:27Z,1048,1,2018-05-26T17:17:38Z,2018-04-27T22:31:50Z,,,,Idiosyncratic,Ireland,N/A - Not Country-specific,Idiosyncratic,Europe,No,Politics/International Relations,GJI,No,RCT-A,,Yes
310,"[BACKUP] Between 2 May 2018 and 16 May 2018, what is the highest number of Palestinian fatalities that will occur on a single day at the ""Great March of Return"" protests?",10313,2018-09-10T16:30:15Z,2018-05-15T18:01:15Z,"The Great March of Return is a six-week campaign of protests taking place along the Gaza - Israel border, organized by Palestinians (<a href = ""https://www.nytimes.com/interactive/2018/04/13/world/middleeast/gaza-fence-aerial.html""target=""_blank"">NY Times</a>, <a href = ""https://apnews.com/62065d10794d4469a02c4b9d095174eb/Officials:-1-Palestinian-killed,-223-wounded-by-Israeli-fire""target=""_blank"">The Associated Press</a>, <a href = ""http://www.middleeasteye.net/columns/palestinians-are-killed-not-because-israeli-soldiers-disobey-orders-because-they-follow-them""target=""_blank"">Middle East Eye</a>).  If the fatality estimates from open source media coverage produce a range that crosses two of the answer bins, the higher end of the range will be used to determine the resolution of the question.",archived,,,,TRUE,2018-04-27T22:38:23Z,[],[],870,0,0.2,0,,,,,2018-04-27T22:38:23Z,,,,Idiosyncratic,Israel,Occupied Palestinian Territory,,Middle East,No,Politics/International Relations,GJI,Yes,RCT-A,,
310,"[BACKUP] Between 2 May 2018 and 16 May 2018, what is the highest number of Palestinian fatalities that will occur on a single day at the ""Great March of Return"" protests?",10313,2018-09-10T16:30:15Z,2018-05-15T18:01:15Z,"The Great March of Return is a six-week campaign of protests taking place along the Gaza - Israel border, organized by Palestinians (<a href = ""https://www.nytimes.com/interactive/2018/04/13/world/middleeast/gaza-fence-aerial.html""target=""_blank"">NY Times</a>, <a href = ""https://apnews.com/62065d10794d4469a02c4b9d095174eb/Officials:-1-Palestinian-killed,-223-wounded-by-Israeli-fire""target=""_blank"">The Associated Press</a>, <a href = ""http://www.middleeasteye.net/columns/palestinians-are-killed-not-because-israeli-soldiers-disobey-orders-because-they-follow-them""target=""_blank"">Middle East Eye</a>).  If the fatality estimates from open source media coverage produce a range that crosses two of the answer bins, the higher end of the range will be used to determine the resolution of the question.",archived,,,,TRUE,2018-04-27T22:38:23Z,[],[],871,"Between 1 and 10, inclusive",0.2,1,,,,,2018-04-27T22:38:23Z,,,,Idiosyncratic,Israel,Occupied Palestinian Territory,,Middle East,No,Politics/International Relations,GJI,Yes,RCT-A,,
310,"[BACKUP] Between 2 May 2018 and 16 May 2018, what is the highest number of Palestinian fatalities that will occur on a single day at the ""Great March of Return"" protests?",10313,2018-09-10T16:30:15Z,2018-05-15T18:01:15Z,"The Great March of Return is a six-week campaign of protests taking place along the Gaza - Israel border, organized by Palestinians (<a href = ""https://www.nytimes.com/interactive/2018/04/13/world/middleeast/gaza-fence-aerial.html""target=""_blank"">NY Times</a>, <a href = ""https://apnews.com/62065d10794d4469a02c4b9d095174eb/Officials:-1-Palestinian-killed,-223-wounded-by-Israeli-fire""target=""_blank"">The Associated Press</a>, <a href = ""http://www.middleeasteye.net/columns/palestinians-are-killed-not-because-israeli-soldiers-disobey-orders-because-they-follow-them""target=""_blank"">Middle East Eye</a>).  If the fatality estimates from open source media coverage produce a range that crosses two of the answer bins, the higher end of the range will be used to determine the resolution of the question.",archived,,,,TRUE,2018-04-27T22:38:23Z,[],[],872,More than 10 but less then 100,0.2,2,,,,,2018-04-27T22:38:23Z,,,,Idiosyncratic,Israel,Occupied Palestinian Territory,,Middle East,No,Politics/International Relations,GJI,Yes,RCT-A,,
310,"[BACKUP] Between 2 May 2018 and 16 May 2018, what is the highest number of Palestinian fatalities that will occur on a single day at the ""Great March of Return"" protests?",10313,2018-09-10T16:30:15Z,2018-05-15T18:01:15Z,"The Great March of Return is a six-week campaign of protests taking place along the Gaza - Israel border, organized by Palestinians (<a href = ""https://www.nytimes.com/interactive/2018/04/13/world/middleeast/gaza-fence-aerial.html""target=""_blank"">NY Times</a>, <a href = ""https://apnews.com/62065d10794d4469a02c4b9d095174eb/Officials:-1-Palestinian-killed,-223-wounded-by-Israeli-fire""target=""_blank"">The Associated Press</a>, <a href = ""http://www.middleeasteye.net/columns/palestinians-are-killed-not-because-israeli-soldiers-disobey-orders-because-they-follow-them""target=""_blank"">Middle East Eye</a>).  If the fatality estimates from open source media coverage produce a range that crosses two of the answer bins, the higher end of the range will be used to determine the resolution of the question.",archived,,,,TRUE,2018-04-27T22:38:23Z,[],[],873,"Between 100 and 999, inclusive",0.2,3,,,,,2018-04-27T22:38:23Z,,,,Idiosyncratic,Israel,Occupied Palestinian Territory,,Middle East,No,Politics/International Relations,GJI,Yes,RCT-A,,
310,"[BACKUP] Between 2 May 2018 and 16 May 2018, what is the highest number of Palestinian fatalities that will occur on a single day at the ""Great March of Return"" protests?",10313,2018-09-10T16:30:15Z,2018-05-15T18:01:15Z,"The Great March of Return is a six-week campaign of protests taking place along the Gaza - Israel border, organized by Palestinians (<a href = ""https://www.nytimes.com/interactive/2018/04/13/world/middleeast/gaza-fence-aerial.html""target=""_blank"">NY Times</a>, <a href = ""https://apnews.com/62065d10794d4469a02c4b9d095174eb/Officials:-1-Palestinian-killed,-223-wounded-by-Israeli-fire""target=""_blank"">The Associated Press</a>, <a href = ""http://www.middleeasteye.net/columns/palestinians-are-killed-not-because-israeli-soldiers-disobey-orders-because-they-follow-them""target=""_blank"">Middle East Eye</a>).  If the fatality estimates from open source media coverage produce a range that crosses two of the answer bins, the higher end of the range will be used to determine the resolution of the question.",archived,,,,TRUE,2018-04-27T22:38:23Z,[],[],874,1000 or more,0.2,4,,,,,2018-04-27T22:38:23Z,,,,Idiosyncratic,Israel,Occupied Palestinian Territory,,Middle East,No,Politics/International Relations,GJI,Yes,RCT-A,,
311,How many battle deaths will ACLED record in the Democratic Republic of Congo in August 2018?,3891,2018-05-09T16:30:20Z,2018-08-31T18:01:20Z,"The Armed Conflict Location and Event Dataset (ACLED) summarizes press reports on conflict and protest events in Africa and parts of Asia at  <a href = ""https://www.acleddata.com/data/""target=""_blank"">https://www.acleddata.com/data/</a>. To access the relevant data:
- Set ‘From’ to the first day of the period of interest; 
- Set ‘To’ to the last day of the period of interest; 
- Set ‘Country’ to the country of interest; 
- Click ‘Export.’ 
The count of battle deaths for the period of interest is obtained by summing the 'fatalities’ column for events in which ‘event_type’ is 
- Battle-Government regains territory, or
- Battle-No change of territory, or
- Battle-Non-state actor overtakes territory. 
Question will be resolved when the relevant data are first released.",resolved,2018-05-09T16:30:46Z,2018-09-04T19:17:20Z,2018-09-04T16:21:18Z,TRUE,2018-04-30T18:12:03Z,[],[],875,Less than 51,0.2,0,2018-09-04T19:17:20Z,4163,1,2018-09-04T16:21:18Z,2018-04-30T18:12:03Z,,,,Data-Driven (R Script),Democratic Republic of the Congo,N/A - Not Country-specific,ACLED battle deaths,Africa,No,Politics/International Relations,MITRE,Yes,RCT-A,,
311,How many battle deaths will ACLED record in the Democratic Republic of Congo in August 2018?,3891,2018-05-09T16:30:20Z,2018-08-31T18:01:20Z,"The Armed Conflict Location and Event Dataset (ACLED) summarizes press reports on conflict and protest events in Africa and parts of Asia at  <a href = ""https://www.acleddata.com/data/""target=""_blank"">https://www.acleddata.com/data/</a>. To access the relevant data:
- Set ‘From’ to the first day of the period of interest; 
- Set ‘To’ to the last day of the period of interest; 
- Set ‘Country’ to the country of interest; 
- Click ‘Export.’ 
The count of battle deaths for the period of interest is obtained by summing the 'fatalities’ column for events in which ‘event_type’ is 
- Battle-Government regains territory, or
- Battle-No change of territory, or
- Battle-Non-state actor overtakes territory. 
Question will be resolved when the relevant data are first released.",resolved,2018-05-09T16:30:46Z,2018-09-04T19:17:20Z,2018-09-04T16:21:18Z,TRUE,2018-04-30T18:12:03Z,[],[],876,"Between 51 and 69, inclusive",0.2,1,2018-09-04T19:17:20Z,4163,0,2018-09-04T16:21:18Z,2018-04-30T18:12:03Z,,,,Data-Driven (R Script),Democratic Republic of the Congo,N/A - Not Country-specific,ACLED battle deaths,Africa,No,Politics/International Relations,MITRE,Yes,RCT-A,,
311,How many battle deaths will ACLED record in the Democratic Republic of Congo in August 2018?,3891,2018-05-09T16:30:20Z,2018-08-31T18:01:20Z,"The Armed Conflict Location and Event Dataset (ACLED) summarizes press reports on conflict and protest events in Africa and parts of Asia at  <a href = ""https://www.acleddata.com/data/""target=""_blank"">https://www.acleddata.com/data/</a>. To access the relevant data:
- Set ‘From’ to the first day of the period of interest; 
- Set ‘To’ to the last day of the period of interest; 
- Set ‘Country’ to the country of interest; 
- Click ‘Export.’ 
The count of battle deaths for the period of interest is obtained by summing the 'fatalities’ column for events in which ‘event_type’ is 
- Battle-Government regains territory, or
- Battle-No change of territory, or
- Battle-Non-state actor overtakes territory. 
Question will be resolved when the relevant data are first released.",resolved,2018-05-09T16:30:46Z,2018-09-04T19:17:20Z,2018-09-04T16:21:18Z,TRUE,2018-04-30T18:12:03Z,[],[],877,More than 69 but less than 91,0.2,2,2018-09-04T19:17:20Z,4163,0,2018-09-04T16:21:18Z,2018-04-30T18:12:03Z,,,,Data-Driven (R Script),Democratic Republic of the Congo,N/A - Not Country-specific,ACLED battle deaths,Africa,No,Politics/International Relations,MITRE,Yes,RCT-A,,
311,How many battle deaths will ACLED record in the Democratic Republic of Congo in August 2018?,3891,2018-05-09T16:30:20Z,2018-08-31T18:01:20Z,"The Armed Conflict Location and Event Dataset (ACLED) summarizes press reports on conflict and protest events in Africa and parts of Asia at  <a href = ""https://www.acleddata.com/data/""target=""_blank"">https://www.acleddata.com/data/</a>. To access the relevant data:
- Set ‘From’ to the first day of the period of interest; 
- Set ‘To’ to the last day of the period of interest; 
- Set ‘Country’ to the country of interest; 
- Click ‘Export.’ 
The count of battle deaths for the period of interest is obtained by summing the 'fatalities’ column for events in which ‘event_type’ is 
- Battle-Government regains territory, or
- Battle-No change of territory, or
- Battle-Non-state actor overtakes territory. 
Question will be resolved when the relevant data are first released.",resolved,2018-05-09T16:30:46Z,2018-09-04T19:17:20Z,2018-09-04T16:21:18Z,TRUE,2018-04-30T18:12:03Z,[],[],878,"Between 91 and 129, inclusive",0.2,3,2018-09-04T19:17:20Z,4163,0,2018-09-04T16:21:18Z,2018-04-30T18:12:03Z,,,,Data-Driven (R Script),Democratic Republic of the Congo,N/A - Not Country-specific,ACLED battle deaths,Africa,No,Politics/International Relations,MITRE,Yes,RCT-A,,
311,How many battle deaths will ACLED record in the Democratic Republic of Congo in August 2018?,3891,2018-05-09T16:30:20Z,2018-08-31T18:01:20Z,"The Armed Conflict Location and Event Dataset (ACLED) summarizes press reports on conflict and protest events in Africa and parts of Asia at  <a href = ""https://www.acleddata.com/data/""target=""_blank"">https://www.acleddata.com/data/</a>. To access the relevant data:
- Set ‘From’ to the first day of the period of interest; 
- Set ‘To’ to the last day of the period of interest; 
- Set ‘Country’ to the country of interest; 
- Click ‘Export.’ 
The count of battle deaths for the period of interest is obtained by summing the 'fatalities’ column for events in which ‘event_type’ is 
- Battle-Government regains territory, or
- Battle-No change of territory, or
- Battle-Non-state actor overtakes territory. 
Question will be resolved when the relevant data are first released.",resolved,2018-05-09T16:30:46Z,2018-09-04T19:17:20Z,2018-09-04T16:21:18Z,TRUE,2018-04-30T18:12:03Z,[],[],879,More than 129,0.2,4,2018-09-04T19:17:20Z,4163,0,2018-09-04T16:21:18Z,2018-04-30T18:12:03Z,,,,Data-Driven (R Script),Democratic Republic of the Congo,N/A - Not Country-specific,ACLED battle deaths,Africa,No,Politics/International Relations,MITRE,Yes,RCT-A,,
312,What will be the long-term interest rate for Hungary (HUN) in July 2018?,3891,2018-05-09T16:30:09Z,2018-07-31T18:01:09Z,"This question will be resolved using monthly data reported by the Organization for Economic Cooperation and Development (OECD) at <a href=""https://data.oecd.org/interest/long-term-interest-rates.htm""target=""_blank"">https://data.oecd.org/interest/long-term-interest-rates.htm</a>. 
To access the relevant data: 
- Select 'Table';
- Select the country of interest in the 'Countries' field;
- Use the slider bar to select the time period of interest in the 'Time' field. 
Question will be resolved when initial data is released using the CSV download of the data, which is precise to at least two (2) digits after the decimal.",resolved,2018-05-09T16:30:46Z,2018-08-03T16:26:21Z,2018-08-03T13:43:07Z,TRUE,2018-04-30T18:28:49Z,[],[],880,Less than 2.4,0.3333,0,2018-08-03T16:26:21Z,4163,0,2018-08-03T13:43:07Z,2018-04-30T18:28:49Z,,,,Data-Driven (R Script),Hungary,N/A - Not Country-specific,Interest rate (long-term),Europe,No,Macroeconomics/Finance,MITRE,No,RCT-A,,
312,What will be the long-term interest rate for Hungary (HUN) in July 2018?,3891,2018-05-09T16:30:09Z,2018-07-31T18:01:09Z,"This question will be resolved using monthly data reported by the Organization for Economic Cooperation and Development (OECD) at <a href=""https://data.oecd.org/interest/long-term-interest-rates.htm""target=""_blank"">https://data.oecd.org/interest/long-term-interest-rates.htm</a>. 
To access the relevant data: 
- Select 'Table';
- Select the country of interest in the 'Countries' field;
- Use the slider bar to select the time period of interest in the 'Time' field. 
Question will be resolved when initial data is released using the CSV download of the data, which is precise to at least two (2) digits after the decimal.",resolved,2018-05-09T16:30:46Z,2018-08-03T16:26:21Z,2018-08-03T13:43:07Z,TRUE,2018-04-30T18:28:49Z,[],[],881,"Between 2.4 and 2.8, inclusive",0.3333,1,2018-08-03T16:26:21Z,4163,0,2018-08-03T13:43:07Z,2018-04-30T18:28:49Z,,,,Data-Driven (R Script),Hungary,N/A - Not Country-specific,Interest rate (long-term),Europe,No,Macroeconomics/Finance,MITRE,No,RCT-A,,
312,What will be the long-term interest rate for Hungary (HUN) in July 2018?,3891,2018-05-09T16:30:09Z,2018-07-31T18:01:09Z,"This question will be resolved using monthly data reported by the Organization for Economic Cooperation and Development (OECD) at <a href=""https://data.oecd.org/interest/long-term-interest-rates.htm""target=""_blank"">https://data.oecd.org/interest/long-term-interest-rates.htm</a>. 
To access the relevant data: 
- Select 'Table';
- Select the country of interest in the 'Countries' field;
- Use the slider bar to select the time period of interest in the 'Time' field. 
Question will be resolved when initial data is released using the CSV download of the data, which is precise to at least two (2) digits after the decimal.",resolved,2018-05-09T16:30:46Z,2018-08-03T16:26:21Z,2018-08-03T13:43:07Z,TRUE,2018-04-30T18:28:49Z,[],[],882,More than 2.8,0.3333,2,2018-08-03T16:26:21Z,4163,1,2018-08-03T13:43:07Z,2018-04-30T18:28:49Z,,,,Data-Driven (R Script),Hungary,N/A - Not Country-specific,Interest rate (long-term),Europe,No,Macroeconomics/Finance,MITRE,No,RCT-A,,
313,"Will the International Crisis Group report an unchanged, deteriorated, or improved situation for Mexico in July 2018?",3891,2018-05-09T16:30:06Z,2018-07-31T18:01:06Z,"Crisis Group’s monthly bulletin, Crisis Watch, provides short, country-specific updates on political and security developments worldwide, assessing in each case whether the overall situation has deteriorated, improved, or remained unchanged. Bulletins can be accessed from: <a href = ""https://www.crisisgroup.org/crisiswatch""target=""_blank""> https://www.crisisgroup.org/crisiswatch</a>. The question will resolve according to which countries are listed in the “Trends for Last Month” box for the month of interest.",resolved,2018-05-09T16:30:46Z,2018-08-02T17:24:43Z,2018-08-02T14:57:22Z,FALSE,2018-04-30T19:27:15Z,[],[],883,Unchanged,0.3333,0,2018-08-02T17:24:43Z,4163,1,2018-08-02T14:57:22Z,2018-04-30T19:27:15Z,,,,Gray,Mexico,N/A - Not Country-specific,International Crisis Group Situation Monitoring,Latin America and the Caribbean,Yes,Politics/International Relations,MITRE,Yes,RCT-A,,
313,"Will the International Crisis Group report an unchanged, deteriorated, or improved situation for Mexico in July 2018?",3891,2018-05-09T16:30:06Z,2018-07-31T18:01:06Z,"Crisis Group’s monthly bulletin, Crisis Watch, provides short, country-specific updates on political and security developments worldwide, assessing in each case whether the overall situation has deteriorated, improved, or remained unchanged. Bulletins can be accessed from: <a href = ""https://www.crisisgroup.org/crisiswatch""target=""_blank""> https://www.crisisgroup.org/crisiswatch</a>. The question will resolve according to which countries are listed in the “Trends for Last Month” box for the month of interest.",resolved,2018-05-09T16:30:46Z,2018-08-02T17:24:43Z,2018-08-02T14:57:22Z,FALSE,2018-04-30T19:27:15Z,[],[],884,Deteriorated,0.3333,1,2018-08-02T17:24:43Z,4163,0,2018-08-02T14:57:22Z,2018-04-30T19:27:15Z,,,,Gray,Mexico,N/A - Not Country-specific,International Crisis Group Situation Monitoring,Latin America and the Caribbean,Yes,Politics/International Relations,MITRE,Yes,RCT-A,,
313,"Will the International Crisis Group report an unchanged, deteriorated, or improved situation for Mexico in July 2018?",3891,2018-05-09T16:30:06Z,2018-07-31T18:01:06Z,"Crisis Group’s monthly bulletin, Crisis Watch, provides short, country-specific updates on political and security developments worldwide, assessing in each case whether the overall situation has deteriorated, improved, or remained unchanged. Bulletins can be accessed from: <a href = ""https://www.crisisgroup.org/crisiswatch""target=""_blank""> https://www.crisisgroup.org/crisiswatch</a>. The question will resolve according to which countries are listed in the “Trends for Last Month” box for the month of interest.",resolved,2018-05-09T16:30:46Z,2018-08-02T17:24:43Z,2018-08-02T14:57:22Z,FALSE,2018-04-30T19:27:15Z,[],[],885,Improved,0.3333,2,2018-08-02T17:24:43Z,4163,0,2018-08-02T14:57:22Z,2018-04-30T19:27:15Z,,,,Gray,Mexico,N/A - Not Country-specific,International Crisis Group Situation Monitoring,Latin America and the Caribbean,Yes,Politics/International Relations,MITRE,Yes,RCT-A,,
314,How many cases of MERS-CoV in humans will EMPRES-i record in Saudi Arabia in July 2018?,3891,2018-05-09T16:30:27Z,2018-07-31T18:01:27Z,"EMPRES Global Animal Disease Information System (EMPRES-i) is the Food and Agricultural Organization (FAO) of the United Nation's global web-based tool for animal disease surveillance. To access the data from <a href=""http://empres-i.fao.org""target=""_blank"">http://empres-i.fao.org</a>: - Click on the map; - Click Advanced Search in the top right corner- Set OBSERVATION DATES to cover the time period of interest;- Check MERS-CoV from DISEASE LIST- Check Saudi Arabia under Asia from ADMINISTRATIVE UNITS; - Check human from ANIMALS AFFECTED; - Click Find; - Export to CSV. Outcome will be determined by the sum of the values reported in the ""humansAffected"" column. This question will be closed on 31 July 2018 and resolved using data accessed on 20 August 2018 between 10:00 AM and 4:00 PM ET.",resolved,2018-05-09T16:30:46Z,2018-08-21T12:59:44Z,2018-08-20T20:00:40Z,TRUE,2018-04-30T19:32:51Z,[],[],886,Less than 3,0.3333,0,2018-08-21T12:59:44Z,4163,1,2018-08-20T20:00:40Z,2018-04-30T19:32:51Z,,,,Data-Driven (R Script),Saudi Arabia,N/A - Not Country-specific,MERS-CoV cases,Middle East,No,Health/Disease,MITRE,No,RCT-A,,
314,How many cases of MERS-CoV in humans will EMPRES-i record in Saudi Arabia in July 2018?,3891,2018-05-09T16:30:27Z,2018-07-31T18:01:27Z,"EMPRES Global Animal Disease Information System (EMPRES-i) is the Food and Agricultural Organization (FAO) of the United Nation's global web-based tool for animal disease surveillance. To access the data from <a href=""http://empres-i.fao.org""target=""_blank"">http://empres-i.fao.org</a>: - Click on the map; - Click Advanced Search in the top right corner- Set OBSERVATION DATES to cover the time period of interest;- Check MERS-CoV from DISEASE LIST- Check Saudi Arabia under Asia from ADMINISTRATIVE UNITS; - Check human from ANIMALS AFFECTED; - Click Find; - Export to CSV. Outcome will be determined by the sum of the values reported in the ""humansAffected"" column. This question will be closed on 31 July 2018 and resolved using data accessed on 20 August 2018 between 10:00 AM and 4:00 PM ET.",resolved,2018-05-09T16:30:46Z,2018-08-21T12:59:44Z,2018-08-20T20:00:40Z,TRUE,2018-04-30T19:32:51Z,[],[],887,"Between 3 and 16, inclusive",0.3333,1,2018-08-21T12:59:44Z,4163,0,2018-08-20T20:00:40Z,2018-04-30T19:32:51Z,,,,Data-Driven (R Script),Saudi Arabia,N/A - Not Country-specific,MERS-CoV cases,Middle East,No,Health/Disease,MITRE,No,RCT-A,,
314,How many cases of MERS-CoV in humans will EMPRES-i record in Saudi Arabia in July 2018?,3891,2018-05-09T16:30:27Z,2018-07-31T18:01:27Z,"EMPRES Global Animal Disease Information System (EMPRES-i) is the Food and Agricultural Organization (FAO) of the United Nation's global web-based tool for animal disease surveillance. To access the data from <a href=""http://empres-i.fao.org""target=""_blank"">http://empres-i.fao.org</a>: - Click on the map; - Click Advanced Search in the top right corner- Set OBSERVATION DATES to cover the time period of interest;- Check MERS-CoV from DISEASE LIST- Check Saudi Arabia under Asia from ADMINISTRATIVE UNITS; - Check human from ANIMALS AFFECTED; - Click Find; - Export to CSV. Outcome will be determined by the sum of the values reported in the ""humansAffected"" column. This question will be closed on 31 July 2018 and resolved using data accessed on 20 August 2018 between 10:00 AM and 4:00 PM ET.",resolved,2018-05-09T16:30:46Z,2018-08-21T12:59:44Z,2018-08-20T20:00:40Z,TRUE,2018-04-30T19:32:51Z,[],[],888,More than 16,0.3333,2,2018-08-21T12:59:44Z,4163,0,2018-08-20T20:00:40Z,2018-04-30T19:32:51Z,,,,Data-Driven (R Script),Saudi Arabia,N/A - Not Country-specific,MERS-CoV cases,Middle East,No,Health/Disease,MITRE,No,RCT-A,,
315,Will Pakistan execute or be targeted in an acknowledged national military attack before 1 August 2018?,3891,2018-05-09T16:30:42Z,2018-07-31T18:01:42Z,"""Acknowledged” means the government of the country executing the attack claims responsibility for it. A “national military attack” includes the employment of conventional or unconventional weapons by one country’s national military forces on another country’s military, military assets, or territory, including citizens located within that territory, but excluding territorial waters, foreign missions, and/or exclusive economic zones. A “cyber” attack will not qualify as a “national military attack.” Attacks by specific military or paramilitary units or non-state actors will not qualify as “national military attacks” unless the government claims responsibility for them.",resolved,2018-05-09T16:30:46Z,2018-05-21T13:21:44Z,2018-05-15T18:00:19Z,FALSE,2018-04-30T19:38:31Z,[],[],889,Yes,0.5,0,2018-05-21T13:21:44Z,1043,1,2018-05-15T18:00:19Z,2018-04-30T19:38:31Z,,,,Gray,Pakistan,N/A - Not Country-specific,Military Attack,Asia,No,Politics/International Relations,MITRE,No,RCT-A,,Yes
316,How much crude oil will Venezuela produce in July 2018?,3891,2018-05-09T16:30:40Z,2018-07-31T18:01:40Z,"This question will be resolved using oil production data measured in thousands of barrels per day (tb/d) reported for the country of interest for the month of interest in the ""OPEC crude oil production based on secondary sources"" table of the OPEC Monthly Oil Market Report (<a href=""http://www.opec.org/opec_web/en/publications/338.htm""target=""_blank"">http://www.opec.org/opec_web/en/publications/338.htm</a>), expected to be published the first part of the following month.",resolved,2018-05-09T16:30:46Z,2018-08-13T13:56:07Z,2018-08-13T13:55:04Z,TRUE,2018-04-30T19:46:04Z,[],[],890,"Less than 1,040",0.2,0,2018-08-13T13:56:07Z,1043,0,2018-08-13T13:55:04Z,2018-04-30T19:46:04Z,,,,Data-Driven (R Script),Venezuela,N/A - Not Country-specific,Oil Production,Latin America and the Caribbean,No,Macroeconomics/Finance,MITRE,No,RCT-A,,
316,How much crude oil will Venezuela produce in July 2018?,3891,2018-05-09T16:30:40Z,2018-07-31T18:01:40Z,"This question will be resolved using oil production data measured in thousands of barrels per day (tb/d) reported for the country of interest for the month of interest in the ""OPEC crude oil production based on secondary sources"" table of the OPEC Monthly Oil Market Report (<a href=""http://www.opec.org/opec_web/en/publications/338.htm""target=""_blank"">http://www.opec.org/opec_web/en/publications/338.htm</a>), expected to be published the first part of the following month.",resolved,2018-05-09T16:30:46Z,2018-08-13T13:56:07Z,2018-08-13T13:55:04Z,TRUE,2018-04-30T19:46:04Z,[],[],891,"Between 1,040 and 1,140, inclusive",0.2,1,2018-08-13T13:56:07Z,1043,0,2018-08-13T13:55:04Z,2018-04-30T19:46:04Z,,,,Data-Driven (R Script),Venezuela,N/A - Not Country-specific,Oil Production,Latin America and the Caribbean,No,Macroeconomics/Finance,MITRE,No,RCT-A,,
316,How much crude oil will Venezuela produce in July 2018?,3891,2018-05-09T16:30:40Z,2018-07-31T18:01:40Z,"This question will be resolved using oil production data measured in thousands of barrels per day (tb/d) reported for the country of interest for the month of interest in the ""OPEC crude oil production based on secondary sources"" table of the OPEC Monthly Oil Market Report (<a href=""http://www.opec.org/opec_web/en/publications/338.htm""target=""_blank"">http://www.opec.org/opec_web/en/publications/338.htm</a>), expected to be published the first part of the following month.",resolved,2018-05-09T16:30:46Z,2018-08-13T13:56:07Z,2018-08-13T13:55:04Z,TRUE,2018-04-30T19:46:04Z,[],[],892,"More than 1,140 but less than 1,230",0.2,2,2018-08-13T13:56:07Z,1043,0,2018-08-13T13:55:04Z,2018-04-30T19:46:04Z,,,,Data-Driven (R Script),Venezuela,N/A - Not Country-specific,Oil Production,Latin America and the Caribbean,No,Macroeconomics/Finance,MITRE,No,RCT-A,,
316,How much crude oil will Venezuela produce in July 2018?,3891,2018-05-09T16:30:40Z,2018-07-31T18:01:40Z,"This question will be resolved using oil production data measured in thousands of barrels per day (tb/d) reported for the country of interest for the month of interest in the ""OPEC crude oil production based on secondary sources"" table of the OPEC Monthly Oil Market Report (<a href=""http://www.opec.org/opec_web/en/publications/338.htm""target=""_blank"">http://www.opec.org/opec_web/en/publications/338.htm</a>), expected to be published the first part of the following month.",resolved,2018-05-09T16:30:46Z,2018-08-13T13:56:07Z,2018-08-13T13:55:04Z,TRUE,2018-04-30T19:46:04Z,[],[],893,"Between 1,230 and 1,340, inclusive",0.2,3,2018-08-13T13:56:07Z,1043,1,2018-08-13T13:55:04Z,2018-04-30T19:46:04Z,,,,Data-Driven (R Script),Venezuela,N/A - Not Country-specific,Oil Production,Latin America and the Caribbean,No,Macroeconomics/Finance,MITRE,No,RCT-A,,
316,How much crude oil will Venezuela produce in July 2018?,3891,2018-05-09T16:30:40Z,2018-07-31T18:01:40Z,"This question will be resolved using oil production data measured in thousands of barrels per day (tb/d) reported for the country of interest for the month of interest in the ""OPEC crude oil production based on secondary sources"" table of the OPEC Monthly Oil Market Report (<a href=""http://www.opec.org/opec_web/en/publications/338.htm""target=""_blank"">http://www.opec.org/opec_web/en/publications/338.htm</a>), expected to be published the first part of the following month.",resolved,2018-05-09T16:30:46Z,2018-08-13T13:56:07Z,2018-08-13T13:55:04Z,TRUE,2018-04-30T19:46:04Z,[],[],894,"More than 1,340",0.2,4,2018-08-13T13:56:07Z,1043,0,2018-08-13T13:55:04Z,2018-04-30T19:46:04Z,,,,Data-Driven (R Script),Venezuela,N/A - Not Country-specific,Oil Production,Latin America and the Caribbean,No,Macroeconomics/Finance,MITRE,No,RCT-A,,
